row_id,property_owner,contractor,professional_permit_processor,overall_experience_obtaining_a_permit,use_permit,demo_permit,construction_permit_building_inspection,construction_permit_construction,construction_permit_encroachment_plan_fire,construction_permit_encroachment_plan_planning,construction_permit_permit_extensions,construction_permit_demolition,construction_permit_electrical,construction_permit_gas_hvac,approximately_how_many_permits_do_you_apply_for,was_your_permit_approved,approximately_how_long_did_it_take_from_the_time_you_applied_for_your_permit_to_receiving_an_approval_or_denial,did_someone_assist_you_with_the_permit_application_process,if_yes_in_which_manner_did_your_receive_assistance_check_all_that_apply,how_would_you_rate_your_overall_experience_obtaining_a_permit_from_the_city_of_baltimore,were_you_aware_that_dhcd_provides_online_tutorials_and_training_session_on_the_permitting_process,have_you_ever_utilized_an_of_the_online_tutorials_available_on_the_dhcd_website_to_assist_in_obtaining_your_permit,easy_or_hard_was_it_to_find_the_information_you_need_on_the_application_portal,how_easy_was_it_to_find_the_information_you_need_on_the_application_portal,challenge_poor_communication_response_time,challenge_conflicting_info,challenge_rude_difficult_staff,positive_negative_opinion_of_portal,improve_customer_service,improve_need_brand_new_process
223,TRUE,FALSE,FALSE,very difficult,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,NA,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,FALSE,TRUE
224,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Message Board,Very Difficult,no,no,easy,,TRUE,TRUE,FALSE,positive,FALSE,TRUE
225,FALSE,TRUE,FALSE,somewhat difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6 and above per year,Yes,30 - 45 days,NA,NA,Somewhat difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
226,FALSE,TRUE,FALSE,somewhat difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,Email,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
227,TRUE,FALSE,FALSE,difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,NA,Less than 15 days,NA,Email,Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
228,TRUE,FALSE,FALSE,easy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5 per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
229,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
230,TRUE,FALSE,FALSE,very easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,NA,Very Easy,no,no,NA,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
231,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,45 - 60 days,NA,Email,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,TRUE,FALSE
232,TRUE,FALSE,FALSE,easy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2 - 5 per year,Yes,15 - 30 days,NA,NA,Difficult,no,no,hard,,TRUE,FALSE,FALSE,NA,TRUE,FALSE
233,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,Yes,Less than 15 days,NA,Email,Easy,yes,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
234,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,No,Greater than 60 days,NA,NA,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,NA,TRUE,FALSE
235,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Less than 15 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
236,TRUE,FALSE,FALSE,very difficult,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,No,Greater than 60 days,NA,Message Board,Very Difficult,no,no,easy,,FALSE,FALSE,FALSE,positive,TRUE,FALSE
237,FALSE,FALSE,TRUE,very difficult,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,No,Greater than 60 days,NA,NA,Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
238,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,Email,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
239,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,NA,Easy,no,no,both,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
240,TRUE,FALSE,FALSE,easy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2 - 5 per year,Yes,15 - 30 days,NA,NA,Easy,yes,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
241,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2 - 5 per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,TRUE,FALSE
242,TRUE,TRUE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,6 and above per year,No,Greater than 60 days,no,none,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,TRUE,FALSE
243,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,NA,Very Difficult,no,no,both,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
244,TRUE,FALSE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,30 - 45 days,NA,Walk-In In-Person,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,positive,TRUE,FALSE
245,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
246,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,30 - 45 days,NA,Message Board,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
247,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,TRUE
248,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2 - 5 per year,Yes,Less than 15 days,NA,Walk-In In-Person,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
249,FALSE,FALSE,TRUE,very easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,Scheduled In-Person Meeting,Very Easy,yes,yes,NA,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
250,TRUE,FALSE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,NA,Less than 15 days,NA,Walk-In In-Person,Somewhat difficult,no,no,both,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
251,TRUE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
252,TRUE,FALSE,FALSE,easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,15 - 30 days,NA,Phone,Easy,no,no,NA,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
253,FALSE,TRUE,FALSE,very difficult,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,6 and above per year,Yes,Less than 15 days,NA,Message Board,Difficult,no,no,both,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
254,FALSE,TRUE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,yes,no,easy,,FALSE,FALSE,FALSE,positive,TRUE,FALSE
255,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,No,Greater than 60 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
256,TRUE,FALSE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2 - 5 per year,Yes,30 - 45 days,no,Phone,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
257,TRUE,TRUE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2 - 5 per year,Yes,Greater than 60 days,NA,"NONE, their response was an effort to slow down the process or stop the customer. Customer service is a foreign concept",Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
258,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,15 - 30 days,NA,Got no assistance just was told I need to get this information and send it to this person. I had to figure out myself.,Very Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
259,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,30 - 45 days,NA,Email,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
260,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,TRUE,FALSE
261,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2 - 5 per year,Yes,15 - 30 days,NA,Email,Very Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,FALSE,FALSE
262,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,No,Less than 15 days,NA,NA,Somewhat difficult,no,no,easy,,FALSE,FALSE,FALSE,positive,TRUE,FALSE
263,TRUE,FALSE,FALSE,easy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,Walk-In In-Person,Easy,no,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
264,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,Email,Somewhat difficult,yes,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
265,TRUE,TRUE,TRUE,somewhat difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6 and above per year,Yes,Less than 15 days,no,Phone,Somewhat difficult,yes,yes,hard,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
266,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Greater than 60 days,NA,Phone,Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
267,FALSE,FALSE,TRUE,easy,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6 and above per year,Yes,15 - 30 days,NA,Walk-In In-Person,Easy,yes,yes,easy,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
268,TRUE,TRUE,TRUE,difficult,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6 and above per year,Yes,Greater than 60 days,NA,Email,Difficult,yes,yes,NA,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
269,FALSE,TRUE,FALSE,easy,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5 per year,Yes,15 - 30 days,NA,Message Board,Easy,yes,yes,both,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
270,TRUE,FALSE,FALSE,very difficult,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,Phone,Very Difficult,yes,yes,hard,,FALSE,FALSE,TRUE,negative,TRUE,TRUE
271,TRUE,FALSE,FALSE,very difficult,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,Message Board,Very Difficult,no,no,easy,,FALSE,FALSE,FALSE,NA,TRUE,FALSE
272,FALSE,TRUE,FALSE,very easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2 - 5 per year,Yes,Less than 15 days,NA,Email,Very Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
273,TRUE,FALSE,FALSE,easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,Walk-In In-Person,Easy,yes,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
274,FALSE,TRUE,TRUE,easy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,6 and above per year,Yes,Less than 15 days,NA,NA,Easy,yes,no,both,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
275,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6 and above per year,No,15 - 30 days,NA,Walk-In In-Person,Somewhat difficult,no,no,hard,,TRUE,FALSE,FALSE,positive,TRUE,FALSE
276,FALSE,TRUE,FALSE,very easy,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,NA,Very Easy,no,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
277,TRUE,FALSE,FALSE,somewhat difficult,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,5 per year,Yes,30 - 45 days,NA,"All of the above, except in-person meeting.",Somewhat difficult,yes,yes,hard,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
278,TRUE,FALSE,FALSE,somewhat difficult,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2 - 5 per year,Yes,Less than 15 days,NA,Message Board,Somewhat difficult,no,no,NA,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
279,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,message boarding was insufficient; kept getting mixed up messaging; no real answers; tried calling & no one answered,Very Difficult,yes,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
280,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2 - 5 per year,No,15 - 30 days,NA,Phone,Very Difficult,no,no,easy,,FALSE,FALSE,FALSE,NA,TRUE,FALSE
281,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,No,Greater than 60 days,NA,Message Board,Very Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
282,FALSE,FALSE,TRUE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,30 - 45 days,NA,Walk-In In-Person,Difficult,no,yes,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
283,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
284,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,NONE,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
285,TRUE,FALSE,FALSE,very difficult,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2 - 5 per year,Yes,Greater than 60 days,NA,Email,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
286,TRUE,FALSE,FALSE,easy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Less than 15 days,NA,Phone,Easy,yes,yes,both,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
287,TRUE,TRUE,FALSE,very difficult,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,Greater than 60 days,NA,NA,Difficult,no,no,hard,,TRUE,FALSE,FALSE,NA,FALSE,TRUE
288,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,No,Greater than 60 days,no,Walk-In In-Person,Very Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,positive,TRUE,FALSE
289,FALSE,FALSE,TRUE,somewhat difficult,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6 and above per year,Yes,30 - 45 days,NA,NA,Somewhat difficult,no,no,easy,,FALSE,FALSE,FALSE,NA,TRUE,FALSE
290,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,6 and above per year,Yes,Less than 15 days,NA,Message Board,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
291,TRUE,FALSE,FALSE,very difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,6 and above per year,Yes,Greater than 60 days,no,"We have had to resort to in-person meetings, phone calls, and e-mails.",Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,TRUE,TRUE
292,TRUE,FALSE,FALSE,somewhat difficult,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2 - 5 per year,Yes,15 - 30 days,NA,Message Board,Very Difficult,yes,yes,hard,,TRUE,TRUE,FALSE,negative,TRUE,FALSE
293,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,No,15 - 30 days,NA,NA,Very Difficult,no,no,NA,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
294,TRUE,FALSE,FALSE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,No,Greater than 60 days,NA,NA,Difficult,no,no,hard,,TRUE,FALSE,FALSE,positive,TRUE,FALSE
295,FALSE,FALSE,TRUE,easy,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,30 - 45 days,NA,NA,Easy,yes,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
296,FALSE,FALSE,TRUE,easy,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,30 - 45 days,NA,NA,Easy,yes,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
297,FALSE,TRUE,FALSE,very easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5 per year,Yes,Less than 15 days,NA,NA,Very Easy,yes,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
298,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2 - 5 per year,No,Greater than 60 days,NA,NA,Difficult,yes,yes,hard,,TRUE,FALSE,FALSE,NA,FALSE,FALSE
299,TRUE,FALSE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,NA,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
300,TRUE,FALSE,TRUE,easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2 - 5 per year,Yes,Less than 15 days,no,Scheduled In-Person Meeting,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
301,FALSE,TRUE,FALSE,difficult,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2 - 5 per year,Yes,15 - 30 days,NA,NA,Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
302,FALSE,TRUE,FALSE,very difficult,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1 per year,Yes,Greater than 60 days,NA,NA,Very Difficult,no,no,easy,,FALSE,FALSE,FALSE,positive,TRUE,TRUE
303,FALSE,FALSE,TRUE,somewhat difficult,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,6 and above per year,Yes,Greater than 60 days,NA,Email,Somewhat difficult,no,no,easy,,TRUE,FALSE,FALSE,positive,TRUE,FALSE
304,TRUE,FALSE,FALSE,easy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,NA,Greater than 60 days,NA,Ms. Courtney Ross was scheduled for an in home meeting & gave me assistance with identifying and separating the Referral Letter.,Easy,no,no,hard,,FALSE,FALSE,FALSE,positive,FALSE,FALSE
305,FALSE,FALSE,TRUE,somewhat difficult,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,6 and above per year,Yes,45 - 60 days,NA,Phone,Somewhat difficult,yes,yes,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
306,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2 - 5 per year,Yes,Greater than 60 days,NA,N/A,Very Difficult,yes,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
307,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,No,Less than 15 days,NA,Walk-In In-Person,Very Difficult,no,no,hard,,TRUE,FALSE,FALSE,negative,TRUE,FALSE
308,TRUE,FALSE,FALSE,easy,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 per year,Yes,Less than 15 days,NA,NA,Easy,no,no,easy,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
309,TRUE,TRUE,FALSE,very difficult,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6 and above per year,Yes,Greater than 60 days,NA,Walk-In In-Person,Very Difficult,yes,yes,hard,,TRUE,FALSE,TRUE,negative,TRUE,FALSE
310,TRUE,FALSE,FALSE,very difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2 - 5 per year,No,Greater than 60 days,NA,NA,Very Difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,FALSE
311,FALSE,TRUE,FALSE,easy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,6 and above per year,Yes,Less than 15 days,NA,NA,Easy,yes,no,easy,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
312,TRUE,FALSE,FALSE,difficult,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6 and above per year,Yes,45 - 60 days,NA,Walk-In In-Person,Somewhat difficult,yes,no,both,,FALSE,FALSE,FALSE,positive,FALSE,TRUE
313,TRUE,FALSE,FALSE,somewhat difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 - 5 per year,Yes,15 - 30 days,NA,Email,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,NA,FALSE,TRUE
314,TRUE,FALSE,TRUE,difficult,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2 - 5 per year,Yes,Greater than 60 days,NA,Walk-In In-Person,Difficult,yes,yes,hard,,FALSE,FALSE,FALSE,negative,FALSE,TRUE
315,FALSE,TRUE,FALSE,somewhat difficult,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6 and above per year,Yes,15 - 30 days,NA,Message Board,Somewhat difficult,no,no,hard,,FALSE,FALSE,FALSE,negative,FALSE,FALSE
